sale_id,store_id,product_id,customer_id,date_id,quantity,revenue,discount_amount,is_returned
1370,1,34,160,258,1,140.56,6.16,0
1371,1,34,26,195,1,134.4,12.32,0
1372,7,34,34,118,1,137.18,9.54,0
1373,6,29,23,272,1,251.09,11.83,0
1374,1,2,314,85,1,283.69,35.78,0
1375,7,28,144,5,2,128.29,18.49,0
1376,1,33,402,39,1,527.03,42.12,0
1377,6,28,239,201,1,63.85,9.54,0
1378,2,27,416,208,1,167.06,41.51,0
1379,8,34,306,87,1,135.57,11.15,0
1380,1,31,32,253,1,328.58,15.84,0
1381,8,41,327,325,1,211.5,53.87,0
1382,8,42,291,163,2,289.29,63.93,0
1383,5,30,11,116,2,405.95,47.63,0
1384,6,47,65,67,1,623.06,15.32,0
1385,3,11,221,11,1,252.08,24.63,0
1386,2,45,297,185,2,160.88,102.36,1
1387,3,41,159,233,1,257.41,7.96,0
1388,6,52,425,98,2,561.67,20.37,0
1389,8,28,409,184,1,57.02,16.37,0
1390,6,22,178,169,1,334.26,18.71,0
1391,2,1,62,220,2,738.34,11.24,0
1392,1,10,198,22,1,460.36,67.58,0
1393,3,22,205,310,1,326.85,26.12,0
1394,1,15,431,80,1,241.39,16.5,0
1395,8,32,348,256,2,637.91,89.47,0
1396,6,26,1,248,1,601.77,3.63,0
1397,1,52,322,23,1,281.13,9.89,0
1398,7,13,106,24,1,212.85,26.31,0
1399,3,9,438,292,1,12.91,45.43,1
1400,5,27,291,101,1,194.8,13.77,0
1401,7,35,349,14,2,135.37,24.45,0
1402,8,17,393,335,1,369.25,21.9,0
1403,6,4,231,20,1,43.17,26.34,1
1404,2,28,200,342,1,70.23,3.16,0
1405,1,39,165,318,1,347.34,33.93,0
1406,1,35,53,150,1,73.04,6.87,0
1407,4,13,291,136,1,221.46,17.7,0
1408,3,48,96,142,1,2.04,7.19,1
1409,2,1,268,78,1,338.06,36.73,0
1410,1,36,268,198,1,235.1,17.15,0
1411,6,23,25,75,2,603.05,69.25,0
1412,5,51,25,238,1,25.15,27.04,1
1413,7,49,361,271,1,131.56,2.69,0
1414,1,26,401,310,1,539.41,65.99,0
1415,2,37,313,253,2,396.09,24.83,0
1416,4,50,375,28,1,246.17,56.99,0
1417,5,29,93,190,2,459.06,66.78,0
1418,1,37,112,275,1,195.31,15.15,0
1419,1,32,291,344,1,340.05,23.64,0
1420,4,50,27,108,1,53.74,29.71,1
1421,2,3,407,34,2,1003.69,101.69,0
1422,2,43,158,130,2,665.71,61.05,0
1423,2,34,54,253,1,133.52,13.2,0
1424,6,2,341,207,2,544.38,94.56,0
1425,1,29,395,245,2,486.93,38.91,0
1426,6,13,406,121,1,237.73,1.43,0
1427,5,29,312,2,2,449.59,76.25,0
1428,1,48,279,213,1,169.27,19.86,0
1429,5,6,182,107,2,441.88,61.4,0
1430,5,5,18,263,3,250.13,130.7,1
1431,4,36,34,274,1,226.77,25.48,0
1432,2,15,126,49,2,495.15,20.63,0
1433,2,30,347,215,1,206.83,19.96,0
1434,2,29,278,7,1,222.96,39.96,0
1435,4,25,300,113,1,361.53,28.89,0
1436,3,23,203,89,1,0.82,12.44,1
1437,3,9,273,240,1,293.82,37.8,0
1438,8,34,149,213,1,125.89,20.83,0
1439,1,15,56,289,1,227.46,30.43,0
1440,5,44,422,276,2,342.36,56.2,0
1441,2,20,153,180,1,205.36,23.84,0
1442,3,20,73,267,1,225.99,3.21,0
1443,2,16,17,172,1,208.93,16.45,0
1444,2,38,141,201,1,337.63,36.68,0
1445,8,33,46,331,2,959.59,178.71,0
1446,2,16,126,343,3,674.79,1.35,0
1447,8,46,72,65,1,344.66,24.35,0
1448,6,52,49,330,2,513.94,68.1,0
1449,4,1,236,116,1,364.67,10.12,0
1450,5,51,189,120,1,44.27,22.3,1
1451,3,9,370,296,1,306.42,25.2,0
1452,8,25,389,291,2,704.32,76.52,0
1453,8,50,175,34,1,276.79,26.37,0
1454,7,42,137,159,1,173.08,3.53,0
1455,2,37,316,4,1,195.94,14.52,0
1456,8,43,289,48,1,317.23,46.15,0
1457,4,6,294,241,1,230.25,21.39,0
1458,5,51,16,275,1,275.73,3.07,0
1459,6,42,413,155,1,160.89,15.72,0
1460,8,20,379,179,1,211.09,18.11,0
1461,7,23,5,160,2,607.09,65.21,0
1462,3,12,33,7,1,339.28,46.26,0
1463,2,50,5,107,1,284.67,18.49,0
1464,1,44,213,180,1,178.75,20.53,0
1465,6,2,160,253,1,284.97,34.5,0
1466,1,49,229,245,1,123.38,10.87,0
1467,6,47,210,6,1,530.49,107.89,0
1468,3,43,215,106,1,324.5,38.88,0
1469,5,28,166,130,1,65.83,7.56,0
1470,7,8,393,323,1,328.47,57.06,0
1471,2,36,97,89,1,244.93,7.32,0
1472,5,32,385,216,1,7.56,23.28,1
1473,5,13,154,361,1,214.77,24.39,0
1474,2,1,208,66,2,683.62,65.96,0
1475,5,34,356,19,2,261.75,31.69,0
1476,6,26,251,38,1,569.08,36.32,0
1477,1,1,184,180,1,367.29,7.5,0
1478,6,4,1,190,1,226.07,34.68,0
1479,5,39,312,303,1,357.63,23.64,0
1480,1,28,159,38,2,131.51,15.27,0
1481,6,43,110,250,1,358.66,4.72,0
1482,2,13,2,132,1,237.73,1.43,0
1483,1,2,172,307,2,589.74,49.2,0
1484,8,36,139,328,1,216.68,35.57,0
1485,3,44,403,284,2,370.66,27.9,0
1486,2,25,187,289,1,357.62,32.8,0
1487,6,31,375,87,1,333.74,10.68,0
1488,6,3,207,47,3,1570.19,87.88,0
1489,4,10,421,258,1,487.82,40.12,0
1490,4,16,56,193,2,409.74,41.02,0
1491,1,39,293,157,1,367.16,14.11,0
1492,2,32,253,75,1,349.51,14.18,0
1493,4,37,55,156,1,190.89,19.57,0
1494,5,37,440,196,2,364.52,56.4,0
1495,8,43,184,65,1,330.68,32.7,0
1496,2,13,2,191,1,224.81,14.35,0
1497,3,29,372,22,1,221.64,41.28,0
1498,5,16,410,244,1,208.93,16.45,0
1499,1,20,419,361,2,434.56,23.84,0
1500,3,15,365,112,1,245.0,12.89,0
1501,4,26,300,199,1,553.94,51.46,0
1502,7,11,238,195,1,259.28,17.43,0
1503,6,27,192,133,3,15.96,52.56,1
1504,2,41,320,108,1,248.65,16.72,0
1505,1,33,300,168,1,540.69,28.46,0
1506,3,32,280,40,1,328.78,34.91,0
1507,8,30,254,219,1,19.2,33.11,1
1508,7,50,355,257,1,279.51,23.65,0
1509,2,41,89,48,1,252.63,12.74,0
1510,4,7,11,277,1,88.92,6.08,0
1511,4,1,37,245,1,339.18,35.61,0
1512,3,33,117,211,1,524.19,44.96,0
1513,3,1,269,333,1,335.06,39.73,0
1514,2,13,439,193,2,419.49,58.83,0
1515,2,52,168,199,1,52.99,41.03,1
1516,1,15,21,84,1,242.42,15.47,0
1517,2,40,164,39,1,344.17,28.31,0
1518,5,35,429,340,1,68.0,11.91,0
1519,7,11,169,35,1,254.3,22.41,0
1520,5,44,338,5,1,169.79,29.49,0
1521,4,48,87,273,3,511.22,56.17,0
1522,5,33,116,297,1,500.28,68.87,0
1523,5,24,112,357,2,570.67,33.21,0
1524,7,37,152,118,1,194.89,15.57,0
1525,1,32,76,333,2,652.46,74.92,0
1526,1,41,8,130,1,253.69,11.68,0
1527,3,9,405,178,1,308.41,23.21,0
1528,8,39,399,105,1,325.22,56.05,0
1529,4,35,424,265,1,73.04,6.87,0
1530,1,38,152,302,1,339.12,35.19,0
1531,6,50,229,26,2,566.91,39.41,0
1532,6,44,107,248,1,190.51,8.77,0
1533,4,11,407,248,2,499.74,53.68,0
1534,8,3,174,75,2,1015.84,89.54,0
1535,4,9,357,83,1,309.07,22.55,0
1536,7,49,143,342,1,125.26,8.99,0
1537,3,36,360,240,2,449.51,54.99,0
1538,1,22,342,82,1,346.97,6.0,0
1539,6,51,268,53,1,267.37,11.43,0
1540,7,23,272,171,2,661.54,10.76,0
1541,4,47,32,28,1,563.69,74.69,0
1542,6,6,191,304,1,242.33,9.31,0
1543,6,10,90,217,2,991.47,64.41,0
1544,3,36,133,83,2,474.73,29.77,0
1545,4,30,400,218,1,219.53,7.26,0
1546,1,32,377,117,1,348.78,14.91,0
1547,5,4,280,16,2,462.57,58.93,0
1548,3,44,308,263,2,361.49,37.07,0
1549,3,43,220,331,1,338.31,25.07,0
1550,4,8,360,81,1,350.45,35.08,0
1551,6,25,201,264,1,387.69,2.73,0
1552,6,34,99,156,1,140.41,6.31,0
1553,1,41,87,291,1,247.06,18.31,0
1554,5,39,214,44,1,359.54,21.73,0
1555,7,44,359,190,1,178.55,20.73,0
1556,7,51,212,257,2,509.09,48.51,0
1557,2,6,342,30,1,216.91,34.73,0
1558,7,22,337,3,1,316.97,36.0,0
1559,5,29,432,212,1,236.1,26.82,0
1560,4,9,219,167,1,301.77,29.85,0
1561,6,30,8,2,1,8.49,26.31,1
1562,8,37,440,242,1,185.2,25.26,0
1563,4,37,16,209,3,553.09,78.29,0
1564,3,38,172,317,1,344.74,29.57,0
1565,1,41,361,187,1,217.87,47.5,0
1566,3,17,71,142,1,350.86,40.29,0
1567,5,44,206,188,1,179.15,20.13,0
1568,2,11,302,353,2,516.34,37.08,0
1569,2,42,190,188,2,311.54,41.68,0
1570,3,8,258,318,1,337.72,47.81,0
1571,6,24,214,76,1,280.8,21.14,0
1572,8,39,383,187,1,329.42,51.85,0
1573,8,28,360,102,2,131.81,14.97,0
1574,2,50,135,71,2,586.92,19.4,0
1575,5,29,27,54,1,244.78,18.14,0
1576,2,21,412,231,1,87.85,4.14,0
1577,1,39,32,229,1,358.78,22.49,0
1578,8,10,46,361,1,476.73,51.21,0
1579,6,32,232,114,1,26.74,21.82,1
1580,6,5,146,224,1,422.24,41.25,0
1581,6,34,342,92,1,134.69,12.03,0
1582,7,2,311,247,2,591.02,47.92,0
1583,3,38,267,49,2,698.46,50.16,0
1584,6,26,297,299,1,568.47,36.93,0
1585,2,14,241,147,1,100.89,9.86,0
1586,8,8,201,199,2,658.49,112.57,0
1587,5,26,103,19,1,535.78,69.62,0
1588,7,45,338,321,2,738.71,54.75,0
1589,7,4,167,52,1,223.72,37.03,0
1590,4,51,301,74,1,6.63,23.98,1
1591,2,21,138,197,1,89.78,2.21,0
1592,6,43,11,223,2,665.71,61.05,0
1593,5,49,287,348,2,238.16,30.34,0
1594,7,28,1,38,1,62.82,10.57,0
1595,2,29,81,226,2,496.39,29.45,0
1596,2,38,348,241,1,354.85,19.46,0
1597,6,20,272,229,2,437.31,21.09,0
1598,4,49,201,195,2,224.47,44.03,0
1599,4,20,93,94,2,413.02,45.38,0
1600,8,50,427,318,1,268.6,34.56,0
1601,2,50,83,346,1,277.69,25.47,0
1602,4,32,416,207,1,312.41,51.28,0
1603,8,32,177,364,1,313.5,50.19,0
1604,4,18,255,332,1,266.24,38.73,0
1605,6,6,98,327,3,680.18,74.74,0
1606,5,29,315,285,1,255.3,7.62,0
1607,3,29,337,42,2,103.68,54.16,1
1608,8,6,327,292,2,453.96,49.32,0
1609,7,44,249,224,1,178.55,20.73,0
1610,5,22,228,249,1,320.14,32.83,0
1611,8,41,425,249,1,47.53,35.29,1
1612,4,20,413,46,1,203.3,25.9,0
1613,7,28,401,94,1,66.2,7.19,0
1614,8,39,145,109,1,314.93,66.34,0
1615,7,20,198,243,1,210.41,18.79,0
1616,7,17,185,139,1,344.6,46.55,0
1617,8,22,36,176,1,329.67,23.3,0
1618,2,47,152,19,1,583.48,54.9,0
1619,8,46,52,148,1,342.07,26.94,0
1620,1,12,229,309,2,670.84,100.24,0
1621,2,16,312,233,3,646.39,29.75,0
1622,7,29,260,163,1,243.99,18.93,0
1623,1,3,360,338,1,525.61,27.08,0
1624,7,35,42,201,1,74.48,5.43,0
1625,6,22,199,88,1,331.09,21.88,0
1626,1,34,188,274,1,135.86,10.86,0
1627,4,47,295,353,1,133.74,77.88,1
1628,3,12,156,56,1,361.64,23.9,0
1629,2,51,80,204,2,509.09,48.51,0
1630,7,9,211,133,1,296.8,34.82,0
1631,1,36,63,265,1,241.91,10.34,0
1632,6,8,62,238,1,360.47,25.06,0
1633,1,46,399,308,1,332.85,36.16,0
1634,6,50,111,111,2,120.15,62.45,1
1635,6,5,347,154,1,424.09,39.4,0
1636,5,22,224,123,1,312.73,40.24,0
1637,2,32,8,307,2,635.0,92.38,0
1638,8,13,221,132,1,209.5,29.66,0
1639,5,35,261,114,1,74.4,5.51,0
1640,2,38,44,90,1,352.97,21.34,0
1641,1,27,72,155,1,208.57,0.0,0
1642,5,16,341,300,1,212.31,13.07,0
1643,7,27,166,349,2,417.14,0.0,0
1644,1,5,212,281,1,437.07,26.42,0
1645,6,4,329,165,3,703.24,79.01,0
1646,6,23,261,68,2,672.3,0.0,0
1647,6,26,35,313,1,562.42,42.98,0
1648,2,13,216,312,1,222.18,16.98,0
1649,2,25,88,286,1,358.02,32.4,0
1650,4,29,119,20,2,474.31,51.53,0
1651,1,29,61,132,1,250.04,12.88,0
1652,3,50,141,286,1,284.97,18.19,0
1653,1,22,56,191,1,301.44,51.53,0
1654,4,45,34,248,1,371.34,25.39,0
1655,4,44,101,48,1,179.35,19.93,0
1656,4,38,375,191,2,690.98,57.64,0
1657,4,50,435,163,2,552.96,53.36,0
1658,2,1,386,360,1,346.68,28.11,0
1659,5,6,78,163,1,37.38,35.73,1
1660,2,18,155,236,1,252.82,52.15,0
1661,3,3,305,36,2,935.15,170.23,0
1662,8,22,182,232,1,310.26,42.71,0
1663,4,13,224,187,1,206.63,32.53,0
1664,2,28,307,100,1,70.31,3.08,0
1665,8,22,24,34,1,314.85,38.12,0
1666,1,48,229,308,1,157.17,31.96,0
1667,4,16,389,228,1,202.84,22.54,0
1668,7,43,278,169,1,323.04,40.34,0
1669,8,4,28,308,2,433.89,87.61,0
1670,2,9,286,120,1,313.71,17.91,0
1671,2,37,62,121,1,193.41,17.05,0
1672,4,23,310,278,2,626.58,45.72,0
1673,6,51,66,163,2,528.6,29.0,0
1674,2,22,271,343,1,346.97,6.0,0
1675,2,4,69,16,2,476.13,45.37,0
1676,6,27,339,235,2,396.28,20.86,0
1677,1,7,287,198,1,81.13,13.87,0
1678,2,47,33,95,1,603.91,34.47,0
1679,7,29,227,93,1,248.72,14.2,0
1680,7,15,142,121,1,245.25,12.64,0
1681,1,14,347,153,1,105.77,4.98,0
1682,8,5,162,285,1,416.68,46.81,0
1683,1,1,396,23,1,340.68,34.11,0
1684,2,38,385,249,1,363.08,11.23,0
1685,6,17,176,116,1,2.17,35.99,1
1686,1,42,378,355,2,349.33,3.89,0
1687,1,15,308,340,1,230.04,27.85,0
1688,2,5,325,5,1,418.07,45.42,0
1689,6,1,160,309,3,1018.68,105.69,0
1690,4,24,229,261,1,276.28,25.66,0
1691,4,45,2,180,1,371.34,25.39,0
1692,5,15,55,62,1,240.87,17.02,0
1693,2,22,251,204,1,75.87,15.18,1
1694,6,38,34,307,2,639.32,109.3,0
1695,1,38,27,77,1,374.31,0.0,0
1696,2,43,348,238,2,694.06,32.7,0
1697,7,36,160,234,1,220.21,32.04,0
1698,5,45,59,141,1,380.46,16.27,0
1699,3,51,90,258,1,271.83,6.97,0
1700,4,10,195,42,1,500.49,27.45,0
1701,6,31,195,59,2,688.84,0.0,0
1702,7,4,355,192,1,220.86,39.89,0
1703,5,41,218,97,1,245.47,19.9,0
1704,8,12,342,222,1,360.09,25.45,0
1705,2,36,397,117,1,240.39,11.86,0
1706,4,5,315,274,2,851.89,75.09,0
1707,8,6,84,233,1,221.44,30.2,0
1708,1,28,35,241,1,67.81,5.58,0
1709,1,8,149,331,1,319.22,66.31,0
1710,3,36,219,240,2,473.22,31.28,0
1711,8,35,141,57,1,70.88,9.03,0
1712,1,26,215,12,2,1134.52,76.28,0
1713,8,5,321,138,1,448.19,15.3,0
1714,2,19,257,134,1,568.28,51.44,0
1715,4,30,248,347,1,215.0,11.79,0
1716,5,52,65,243,2,553.52,28.52,0
1717,3,35,318,62,1,73.04,6.87,0
1718,6,34,195,174,1,7.27,11.88,1
1719,2,27,416,61,1,192.51,16.06,0
1720,7,44,424,316,2,362.29,36.27,0
1721,5,11,289,151,1,267.58,9.13,0
1722,3,39,373,191,1,326.37,54.9,0
1723,3,11,344,232,1,242.4,34.31,0
1724,4,24,36,219,1,7.2,0.0,1
1725,3,46,371,267,1,365.32,3.69,0
1726,8,29,42,19,1,2.76,50.74,1
1727,4,37,305,365,1,184.99,25.47,0
1728,8,44,52,207,2,354.32,44.24,0
1729,3,30,314,71,1,195.27,31.52,0
1730,3,15,398,73,1,234.68,23.21,0
1731,7,32,51,11,1,330.23,33.46,0
1732,8,16,153,111,1,196.53,28.85,0
1733,1,49,66,330,1,115.32,18.93,0
1734,1,20,99,226,1,210.41,18.79,0
1735,2,1,12,208,1,324.94,49.85,0
1736,1,30,234,12,1,31.81,25.4,1
1737,3,10,341,31,1,464.59,63.35,0
1738,2,39,295,21,1,324.46,56.81,0
1739,2,22,337,180,1,313.44,39.53,0
1740,6,28,269,259,1,70.75,2.64,0
1741,4,52,411,323,1,250.57,40.45,0
1742,2,24,21,333,2,509.67,94.21,0
1743,5,15,307,27,1,216.63,41.26,0
1744,1,11,56,17,1,239.35,37.36,0
1745,7,48,232,323,1,165.68,23.45,0
1746,7,28,280,341,1,60.99,12.4,0
1747,4,2,78,79,1,293.91,25.56,0
1748,7,16,106,69,1,202.39,22.99,0
1749,4,52,419,167,2,514.52,67.52,0
1750,5,41,155,304,1,38.74,10.88,1
1751,6,27,2,148,1,2.47,5.42,1
1752,5,43,261,169,1,325.95,37.43,0
1753,3,5,431,277,2,849.11,77.87,0
1754,1,42,264,124,1,164.78,11.83,0
1755,3,5,419,298,1,443.56,19.93,0
1756,2,33,315,168,2,1077.97,60.33,0
1757,7,49,375,65,1,132.1,2.15,0
1758,6,51,294,229,1,278.8,0.0,0
1759,6,10,331,348,1,499.96,27.98,0
1760,6,41,367,29,1,235.12,30.25,0
1761,7,48,283,141,3,548.1,19.29,0
1762,4,13,201,235,1,223.61,15.55,0
1763,1,27,190,293,1,188.96,19.61,0
1764,1,44,437,162,1,186.73,12.55,0
1765,6,27,92,158,1,195.43,13.14,0
1766,2,38,49,150,1,346.24,28.07,0
1767,6,50,100,263,1,263.75,39.41,0
1768,1,13,207,359,2,451.53,26.79,0
1769,4,10,87,17,1,493.62,34.32,0
1770,8,48,294,333,1,170.41,18.72,0
1771,1,4,355,138,1,226.33,34.42,0
1772,4,4,156,225,3,747.05,35.2,0
1773,2,41,400,146,1,52.29,31.31,1
1774,1,3,173,183,3,1440.86,217.21,0
1775,2,24,122,360,1,280.8,21.14,0
1776,5,25,398,273,1,356.45,33.97,0
1777,5,8,339,157,1,342.74,42.79,0
1778,4,30,318,258,1,200.94,25.85,0
1779,1,37,54,232,1,197.83,12.63,0
1780,6,8,222,139,1,368.57,16.96,0
1781,5,48,158,74,1,173.62,15.51,0
1782,6,43,309,82,1,345.57,17.81,0
1783,8,34,38,16,1,127.65,19.07,0
1784,1,52,245,7,1,247.37,43.65,0
1785,3,46,397,181,1,347.98,21.03,0
1786,6,8,277,52,1,351.6,33.93,0
1787,2,21,129,222,1,85.37,6.62,0
1788,1,32,381,51,1,346.23,17.46,0
1789,5,34,268,70,1,128.53,18.19,0
1790,1,23,201,289,1,306.23,29.92,0
1791,3,38,169,41,1,362.33,11.98,0
1792,6,50,88,108,3,803.98,105.5,0
1793,5,46,37,318,1,334.32,34.69,0
1794,7,28,383,75,1,67.52,5.87,0
1795,6,34,170,154,2,270.26,23.18,0
1796,1,40,180,39,1,78.99,20.49,1
1797,7,37,231,164,1,187.1,23.36,0
1798,1,1,432,45,1,353.05,21.74,0
1799,1,25,36,179,3,1085.76,85.5,0
1800,4,15,371,281,1,227.2,30.69,0
1801,4,18,392,16,1,256.48,48.49,0
1802,8,32,278,3,1,310.23,53.46,0
1803,1,35,51,102,1,79.19,0.72,0
1804,2,8,65,104,1,365.87,19.66,0
1805,7,33,331,95,2,1036.99,101.31,0
1806,3,18,145,4,1,271.42,33.55,0
1807,6,26,381,340,1,577.55,27.85,0
1808,8,38,305,298,1,312.55,61.76,0
1809,1,1,98,185,1,335.44,39.35,0
1810,4,9,408,256,1,298.79,32.83,0
1811,6,51,109,256,2,530.28,27.32,0
1812,4,45,362,306,1,353.88,42.85,0
1813,4,5,184,238,1,5.54,39.86,1
1814,7,1,310,280,1,346.68,28.11,0
1815,4,11,202,230,1,266.75,9.96,0
1816,2,8,21,119,2,751.01,20.05,0
1817,1,23,324,129,2,638.68,33.62,0
1818,5,50,18,298,2,564.48,41.84,0
1819,2,41,241,107,2,523.31,7.43,0
1820,6,34,98,202,1,132.34,14.38,0
1821,1,8,90,151,1,384.76,0.77,0
1822,4,20,295,262,1,202.38,26.82,0
1823,3,27,403,132,1,200.85,7.72,0
1824,3,29,372,61,1,261.08,1.84,0
1825,3,19,46,6,1,557.75,61.97,0
1826,1,29,99,184,1,236.89,26.03,0
1827,2,26,39,38,1,563.63,41.77,0
1828,5,50,198,315,1,266.17,36.99,0
1829,3,8,68,346,2,740.22,30.84,0
1830,4,33,204,64,1,534.43,34.72,0
1831,2,52,406,336,1,267.45,23.57,0
1832,5,48,436,221,2,326.44,51.82,0
1833,2,9,396,96,1,312.72,18.9,0
1834,2,45,35,67,2,739.5,53.96,0
1835,3,17,342,13,1,343.04,48.11,0
1836,5,40,331,269,1,340.45,32.03,0
1837,1,20,32,180,1,197.57,31.63,0
1838,6,34,349,20,1,135.28,11.44,0
1839,4,34,92,353,1,133.81,12.91,0
1840,8,33,418,342,2,160.58,130.9,1
1841,2,16,130,336,1,211.86,13.52,0
1842,1,46,287,328,3,967.54,139.49,0
1843,7,51,50,37,1,257.05,21.75,0
1844,1,22,240,294,2,662.88,43.06,0
1845,2,9,212,44,1,323.0,8.62,0
1846,4,44,123,158,1,191.11,8.17,0
1847,7,21,101,58,2,169.81,14.17,0
1848,3,4,56,315,2,454.23,67.27,0
1849,1,11,109,102,1,273.11,3.6,0
1850,1,36,263,216,1,244.93,7.32,0
1851,4,34,379,174,1,130.87,15.85,0
1852,5,23,80,309,2,40.38,45.04,1
1853,4,33,362,331,2,1010.81,127.49,0
1854,2,39,96,212,1,354.58,26.69,0
1855,5,37,21,127,1,197.41,13.05,0
1856,1,14,91,338,1,103.99,6.76,0
1857,4,5,145,57,1,432.9,30.59,0
1858,8,36,106,253,1,35.66,34.81,1
1859,2,29,80,320,1,243.2,19.72,0
1860,8,29,128,86,2,482.2,43.64,0
1861,5,29,37,11,1,232.16,30.76,0
1862,2,21,36,148,1,85.92,6.07,0
1863,4,22,413,172,1,336.03,16.94,0
1864,2,18,119,186,1,259.22,45.75,0
1865,2,18,186,18,3,759.38,155.53,0
1866,8,13,277,347,1,209.74,29.42,0
1867,8,25,123,128,1,336.54,53.88,0
1868,6,18,281,147,1,275.39,29.58,0
1869,6,46,282,6,2,619.2,118.82,0
1870,6,22,422,286,1,328.26,24.71,0
1871,8,8,405,55,1,342.74,42.79,0
1872,7,44,139,58,1,173.37,25.91,0
1873,6,41,70,302,1,230.34,35.03,0
1874,8,41,318,222,2,462.27,68.47,0
1875,5,15,229,165,1,225.65,32.24,0
1876,6,23,420,288,1,59.72,32.61,1
1877,4,30,216,6,1,209.78,17.01,0
1878,3,8,394,261,1,348.13,37.4,0
1879,1,6,335,238,1,234.03,17.61,0
1880,2,50,322,42,1,298.31,4.85,0
1881,5,11,309,42,1,245.44,31.27,0
1882,3,15,393,126,2,471.42,44.36,0
1883,3,5,80,22,1,378.67,84.82,0
1884,8,2,140,324,1,291.36,28.11,0
1885,6,8,131,6,1,328.47,57.06,0
1886,8,27,129,73,2,359.57,57.57,0
1887,6,28,238,337,1,70.45,2.94,0
1888,3,12,365,79,1,335.03,50.51,0
1889,5,35,102,176,1,75.36,4.55,0
1890,4,21,323,320,1,81.69,10.3,0
1891,1,5,429,294,1,404.16,59.33,0
1892,4,49,286,340,1,116.39,17.86,0
1893,6,17,438,335,2,766.65,15.65,0
1894,7,11,76,321,1,251.25,25.46,0
1895,7,22,151,359,1,316.97,36.0,0
1896,5,49,66,205,2,211.04,57.46,0
1897,3,43,179,225,1,325.59,37.79,0
1898,4,6,57,204,1,222.95,28.69,0
1899,2,1,306,87,1,364.67,10.12,0
1900,1,41,207,101,1,259.8,5.57,0
1901,4,18,264,363,1,277.83,27.14,0
1902,2,8,288,89,1,360.86,24.67,0
1903,5,2,385,267,1,294.55,24.92,0
1904,5,8,46,194,1,316.13,69.4,0
1905,8,16,418,195,1,12.84,32.0,1
1906,2,50,164,198,2,525.68,80.64,0
1907,2,3,123,260,1,507.92,44.77,0
1908,7,39,71,349,1,336.28,44.99,0
1909,1,15,69,105,1,237.52,20.37,0
1910,4,30,439,86,1,215.22,11.57,0
1911,2,23,236,173,2,615.83,56.47,0
1912,6,8,428,64,1,362.4,23.13,0
1913,1,42,35,85,1,158.42,18.19,0
1914,2,32,71,70,2,673.55,53.83,0
1915,1,48,76,177,1,178.54,10.59,0
1916,3,42,175,142,1,163.72,12.89,0
1917,1,17,303,167,2,748.66,33.64,0
1918,3,48,105,156,1,164.54,24.59,0
1919,2,33,53,7,1,512.8,56.35,0
1920,6,13,155,150,1,219.07,20.09,0
1921,1,40,392,43,1,45.89,10.8,1
1922,2,48,128,359,1,170.97,18.16,0
1923,7,33,125,327,1,488.9,80.25,0
1924,2,5,418,264,1,63.38,38.93,1
1925,4,25,253,146,1,330.3,60.12,0
1926,3,41,143,129,1,248.12,17.25,0
1927,5,27,365,29,1,185.84,22.73,0
1928,2,21,372,161,1,89.69,2.3,0
1929,8,14,133,298,1,102.33,8.42,0
1930,1,41,271,332,2,446.35,84.39,0
1931,5,2,89,108,1,295.83,23.64,0
1932,7,2,372,219,1,299.02,20.45,0
1933,1,11,355,44,1,269.79,6.92,0
1934,6,2,402,50,1,284.33,35.14,0
1935,3,10,172,166,2,970.35,85.53,0
1936,3,29,370,151,1,248.72,14.2,0
1937,4,30,188,350,1,209.33,17.46,0
1938,4,52,267,348,1,241.26,49.76,0
1939,6,21,198,191,1,83.25,8.74,0
1940,5,6,50,219,1,248.12,3.52,0
1941,2,1,154,325,1,309.58,65.21,0
1942,1,49,307,300,1,132.5,1.75,0
1943,8,6,207,185,1,198.54,53.1,0
1944,5,51,269,14,1,248.69,30.11,0
1945,1,15,169,12,1,235.97,21.92,0
1946,3,16,243,26,2,374.58,76.18,0
1947,3,41,2,10,2,473.42,57.32,0
1948,5,29,65,325,1,228.74,34.18,0
1949,4,38,344,265,3,1053.31,69.62,0
1950,2,25,276,275,1,352.94,37.48,0
1951,7,18,365,107,1,264.71,40.26,0
1952,3,4,236,168,1,235.72,25.03,0
1953,1,22,74,276,1,349.09,3.88,0
1954,7,42,151,176,1,167.6,9.01,0
1955,1,5,29,364,2,876.92,50.06,0
1956,4,10,277,328,1,459.84,68.1,0
1957,8,32,88,365,1,313.14,50.55,0
1958,5,19,352,170,1,534.2,85.52,0
1959,1,16,92,137,2,19.84,18.48,1
1960,6,2,178,309,2,560.99,77.95,0
1961,2,41,325,63,1,240.96,24.41,0
1962,7,23,183,172,2,31.2,65.89,1
1963,7,15,68,49,1,244.22,13.67,0
1964,4,52,101,255,1,248.24,42.78,0
1965,1,26,53,16,1,508.54,96.86,0
1966,4,9,409,59,1,286.19,45.43,0
1967,2,4,42,278,2,479.26,42.24,0
1968,2,19,156,11,1,523.66,96.06,0
1969,1,44,181,113,1,190.11,9.17,0
1970,3,21,185,123,2,171.29,12.69,0
1971,6,26,155,293,1,553.34,52.06,0
1972,8,32,256,223,1,314.96,48.73,0
1973,5,30,95,84,1,210.01,16.78,0
1974,2,24,324,34,1,288.35,13.59,0
1975,6,6,91,334,1,236.54,15.1,0
